time,ra,dec,scan_ix
2020-01-05 23:12:13.000595,44.95703907274738,12.51799215079882,2
2020-01-05 23:12:13.500607,44.9485510791741,12.518018997346644,2
2020-01-05 23:12:14.000619,44.94006368239266,12.518048846555233,2
2020-01-05 23:12:14.500631,44.931564117201326,12.518057924170666,2
2020-01-05 23:12:15.000643,44.92306476529706,12.518069360865118,2
2020-01-05 23:12:15.500655,44.91458483617642,12.518123327141165,2
2020-01-05 23:12:16.000666,44.90610550465131,12.51818027995485,2
2020-01-05 23:12:16.500679,44.89759724859836,12.51817162293233,2
2020-01-05 23:12:17.000690,44.88908856278114,12.518164009050848,2
2020-01-05 23:12:17.500702,44.880499423387306,12.518218245498424,2
2020-01-05 23:12:18.000714,44.87191089751141,12.518275542908889,2
2020-01-05 23:12:18.500726,44.863488635104105,12.518367389365052,2
2020-01-05 23:12:19.000738,44.85507177343656,12.518462841767162,2
2020-01-05 23:12:19.500750,44.84647647175574,12.51834797997345,2
2020-01-05 23:12:20.000762,44.83788182195745,12.518236348827001,2
2020-01-05 23:12:20.500774,44.829485649259325,12.518339381336547,2
2020-01-05 23:12:21.000786,44.82109543644811,12.518451766547082,2
2020-01-05 23:12:21.500797,44.81263779772092,12.518593652773967,2
2020-01-05 23:12:22.000809,44.80418076143789,12.51873847237006,2
2020-01-05 23:12:22.500822,44.79560644180725,12.518729470365182,2
2020-01-05 23:12:23.000833,44.78702704403233,12.518715997739186,2
2020-01-05 23:12:23.500845,44.77843755617306,12.518584481814349,2
2020-01-05 23:12:24.000857,44.769848699658475,12.518456228269589,2
2020-01-05 23:12:24.500869,44.76138978554859,12.518402115707513,2
2020-01-05 23:12:25.000881,44.752935181445224,12.518353534735859,2
2020-01-05 23:12:25.500893,44.74437322382819,12.518446208033925,2
2020-01-05 23:12:26.000904,44.73581188980705,12.51854194267792,2
2020-01-05 23:12:26.500917,44.72740090675909,12.51862607726608,2
2020-01-05 23:12:27.000929,44.71899462151764,12.518712769502185,2
2020-01-05 23:12:27.500940,44.710376438752775,12.518804669526107,2
2020-01-05 23:12:28.000953,44.70175887956022,12.518899677033742,2
2020-01-05 23:12:28.500964,44.69333213133768,12.518950694642845,2
2020-01-05 23:12:29.000976,44.68491148565655,12.519003130442647,2
2020-01-05 23:12:29.500988,44.6763988474259,12.518952445460204,2
2020-01-05 23:12:30.001000,44.667886828426305,12.518904944218129,2
2020-01-05 23:12:30.501012,44.65940639066879,12.51895103767432,2
2020-01-05 23:12:31.001024,44.65092735575039,12.519002975396889,2
2020-01-05 23:12:31.501036,44.64240359422363,12.51907095440452,2
2020-01-05 23:12:32.001048,44.6338804516991,12.519142032062673,2
2020-01-05 23:12:32.501060,44.62539376822872,12.519037940963422,2
2020-01-05 23:12:33.001071,44.61690854527716,12.518932140441029,2
2020-01-05 23:12:33.501083,44.60833432215867,12.519014864207167,2
2020-01-05 23:12:34.001096,44.599760727408245,12.51910071603757,2
2020-01-05 23:12:34.501107,44.591314359542295,12.519113279082017,2
2020-01-05 23:12:35.001119,44.58287213210623,12.519126759778096,2
2020-01-05 23:12:35.501131,44.57433647700165,12.519175418331839,2
2020-01-05 23:12:36.001143,44.56580145054309,12.519227225151724,2
2020-01-05 23:12:36.501155,44.55732219824143,12.519297635193226,2
2020-01-05 23:12:37.001167,44.54884496350721,12.519371408619357,2
2020-01-05 23:12:37.501178,44.54028417210679,12.519358803942039,2
2020-01-05 23:12:38.001191,44.53172401796367,12.519349430017686,2
2020-01-05 23:12:38.501203,44.523240996243,12.519415496562456,2
2020-01-05 23:12:39.001214,44.51476060702474,12.519486585888187,2
2020-01-05 23:12:39.501226,44.506191249843546,12.519457358611216,2
2020-01-05 23:12:40.001238,44.49762253506688,12.519431395228995,2
2020-01-05 23:12:40.501250,44.489230989007986,12.519460323896084,2
2020-01-05 23:12:41.001262,44.48084476190485,12.519494069787575,2
2020-01-05 23:12:41.501274,44.472269185009054,12.51959773856811,2
2020-01-05 23:12:42.001286,44.46369425080323,12.519704569216367,2
2020-01-05 23:12:42.501298,44.45525213027697,12.519751814035905,2
2020-01-05 23:12:43.001309,44.44681430898883,12.519800283874265,2
2020-01-05 23:12:43.501321,44.43831386525711,12.519823711821987,2
2020-01-05 23:12:44.001334,44.42981406050259,12.519850341160332,2
2020-01-05 23:12:44.501345,44.421326004239766,12.519775593171452,2
2020-01-05 23:12:45.001357,44.412838621295194,12.519701179548193,2
2020-01-05 23:12:45.501369,44.404260439333115,12.519671629176994,2
2020-01-05 23:12:46.001381,44.39568291201951,12.519645395976278,2
2020-01-05 23:12:46.501393,44.38722918861119,12.519677133696415,2
2020-01-05 23:12:47.001405,44.37877923278213,12.519713648430608,2
2020-01-05 23:12:47.501416,44.37017861406435,12.519775240858088,2
2020-01-05 23:12:48.001429,44.36157865351637,12.519840089135926,2
2020-01-05 23:12:48.501441,44.35314369185967,12.519930637693637,2
2020-01-05 23:12:49.001452,44.344713641862235,12.520024564161396,2
2020-01-05 23:12:49.501464,44.33612396263876,12.519979999008518,2
2020-01-05 23:12:50.001476,44.327534947615874,12.519938791939712,2
2020-01-05 23:12:50.501488,44.31913339616614,12.519977810921077,2
2020-01-05 23:12:51.001500,44.310737194959486,12.52002218595369,2
2020-01-05 23:12:51.501512,44.30211940360327,12.520051696082463,2
2020-01-05 23:12:52.001524,44.293502282198226,12.520084528781021,2
2020-01-05 23:12:52.501536,44.28508596544772,12.520094493896716,2
2020-01-05 23:12:53.001548,44.27667564708312,12.520107070407429,2
2020-01-05 23:12:53.501559,44.26814191140264,12.520170992617553,2
2020-01-05 23:12:54.001572,44.259612178346096,12.520231785803205,2
2020-01-05 23:12:54.501583,44.251146901202965,12.520174659335163,2
2020-01-05 23:12:55.001595,44.24268196981305,12.520121143128083,2
2020-01-05 23:12:55.501607,44.23411892360413,12.520159830832807,2
2020-01-05 23:12:56.001619,44.22555653994792,12.520201826298047,2
2020-01-05 23:12:56.501631,44.21703521621688,12.520228591359343,2
2020-01-05 23:12:57.001643,44.20851578992014,12.520258269646154,2
2020-01-05 23:12:57.501655,44.2000176746787,12.520336225011633,2
2020-01-05 23:12:58.001667,44.19152022024777,12.52041742596212,2
2020-01-05 23:12:58.501679,44.18308664108142,12.520394468345039,2
2020-01-05 23:12:59.001690,44.17465506196946,12.520372016694395,2
2020-01-05 23:12:59.501702,44.166095355773194,12.520437211315604,2
2020-01-05 23:13:00.001715,44.15753632480812,12.520505715011103,2
2020-01-05 23:13:00.501726,44.14908994512096,12.520599192369573,2
2020-01-05 23:13:01.001738,44.14064683754734,12.520696082702568,2
2020-01-05 23:13:01.501750,44.132051165426546,12.520673919113701,2
2020-01-05 23:13:02.001762,44.123456180070555,12.520655180565896,2
2020-01-05 23:13:02.501774,44.11500599283679,12.520744616494852,2
2020-01-05 23:13:03.001786,44.106560121331555,12.520839727971483,2
2020-01-05 23:13:03.501797,44.09800330924157,12.520785076755972,2
2020-01-05 23:13:04.001810,44.089447182940205,12.52073386930117,2
2020-01-05 23:13:04.501822,44.080972735906215,12.520763465689132,2
2020-01-05 23:13:05.001833,44.0725009275902,12.520798342234652,2
2020-01-05 23:13:05.501845,44.06395249050597,12.520771680211613,2
2020-01-05 23:13:06.001857,44.05540474080295,12.520748445430723,2
2020-01-05 23:13:06.501869,44.04690539440967,12.520720243179138,2
2020-01-05 23:13:07.001881,44.038407838216216,12.520695735617574,2
2020-01-05 23:13:07.501893,44.02985936561694,12.520814331139887,2
2020-01-05 23:13:08.001905,44.02131157883706,12.520936235933139,2
2020-01-05 23:13:08.501917,44.01285675163248,12.520893370394061,2
2020-01-05 23:13:09.001929,44.004404666004376,12.520849505859587,2
2020-01-05 23:13:09.501940,43.99582555095401,12.52089611210085,2
2020-01-05 23:13:10.001953,43.987247133849515,12.520946127053936,2
2020-01-05 23:13:10.501964,43.978883065380316,12.521142774205579,2
2020-01-05 23:13:11.001976,43.970524549727756,12.521345512507029,2
2020-01-05 23:13:11.501988,43.96189975207576,12.521280222286041,2
2020-01-05 23:13:12.002000,43.95327566788639,12.52121848789737,2
2020-01-05 23:13:12.502012,43.94482608360856,12.521199641792341,2
2020-01-05 23:13:13.002024,43.93638181040047,12.521184865123754,2
2020-01-05 23:13:13.502035,43.92789600122566,12.521066999849225,2
2020-01-05 23:13:14.002048,43.919410888261375,12.520952661364147,2
2020-01-05 23:13:14.502060,43.91096416434971,12.521076985216938,2
2020-01-05 23:13:15.002071,43.90251833007439,12.521210796856005,2
2020-01-05 23:13:15.502083,43.89388009907645,12.521261822597614,2
2020-01-05 23:13:16.002095,43.88524258700369,12.521316335402572,2
2020-01-05 23:13:16.502107,43.876834433413634,12.52128133695063,2
2020-01-05 23:13:17.002119,43.868432429921,12.521247995356514,2
2020-01-05 23:13:17.502131,43.85983541710981,12.521411638720846,2
2020-01-05 23:13:37.000000,43.85297551128346,12.513899872414704,3
2020-01-05 23:13:37.500012,43.85300565024057,12.514002575221951,3
2020-01-05 23:13:44.000000,43.853523523482636,12.514427613715437,4
2020-01-05 23:13:44.500012,43.85356777145087,12.514455591753965,4
2020-01-05 23:13:51.000000,43.85418880465439,12.514760505549901,5
2020-01-05 23:13:51.500012,43.85618238227454,12.516553164253144,5
2020-01-05 23:13:52.000024,43.858175770074894,12.518345753850811,5
2020-01-05 23:13:52.500035,43.86270688766573,12.52063116005648,5
2020-01-05 23:13:53.000048,43.86732025698925,12.522932764074342,5
2020-01-05 23:13:53.500060,43.87714934773989,12.522176121373269,5
2020-01-05 23:13:54.000071,43.886978769324124,12.521420833441328,5
2020-01-05 23:13:54.500083,43.903968602551174,12.518678197064919,5
2020-01-05 23:13:55.000095,43.9211888023638,12.515875378746617,5
2020-01-05 23:13:55.500107,43.93169679613111,12.514944236016673,5
2020-01-05 23:13:56.000119,43.94220517765805,12.514014607593221,5
2020-01-05 23:13:56.500131,43.95007428835173,12.514528270528716,5
2020-01-05 23:13:57.000143,43.95785827958138,12.515089186480832,5
2020-01-05 23:13:57.500155,43.966140153713006,12.5151134158975,5
2020-01-05 23:13:58.000167,43.97442227129415,12.515138849148563,5
2020-01-05 23:13:58.500178,43.98293671608186,12.515278700900224,5
2020-01-05 23:13:59.000191,43.99145896996456,12.515423451101087,5
2020-01-05 23:13:59.500202,44.00003176550085,12.515375039393879,5
2020-01-05 23:14:00.000214,44.008604826274336,12.515327902623612,5
2020-01-05 23:14:00.500226,44.01724709607743,12.515361574788802,5
2020-01-05 23:14:01.000238,44.02589186001034,12.515399112600178,5
2020-01-05 23:14:01.500250,44.03448719173493,12.515412247198766,5
2020-01-05 23:14:02.000262,44.04308279107214,12.515426696910385,5
2020-01-05 23:14:02.500274,44.05167966023586,12.515485073277624,5
2020-01-05 23:14:03.000286,44.06027686995414,12.51554613140663,5
2020-01-05 23:14:03.500298,44.06888456680526,12.515592793357222,5
2020-01-05 23:14:04.000309,44.077492531647586,12.515640790780953,5
2020-01-05 23:14:04.500321,44.086018902621326,12.515521821005006,5
2020-01-05 23:14:05.000334,44.09454305892432,12.515398894203393,5
2020-01-05 23:14:05.500345,44.10317417985515,12.515507332443446,5
2020-01-05 23:14:06.000357,44.11180557010059,12.515617146888465,5
2020-01-05 23:14:06.500369,44.120394417942315,12.515660476893673,5
2020-01-05 23:14:07.000381,44.12898222323447,12.515702925870169,5
2020-01-05 23:14:07.500393,44.1375533850398,12.515661157208728,5
2020-01-05 23:14:08.000405,44.14612480835235,12.515620653224918,5
2020-01-05 23:14:08.500416,44.154707533702606,12.515650337026148,5
2020-01-05 23:14:09.000429,44.16329097376717,12.515683502106677,5
2020-01-05 23:14:09.500441,44.1719490463329,12.515728518903275,5
2020-01-05 23:14:10.000452,44.180607387793785,12.515774880417824,5
2020-01-05 23:14:10.500464,44.18915180232151,12.515844035422518,5
2020-01-05 23:14:11.000476,44.1976929811177,12.515915060166376,5
2020-01-05 23:14:11.500488,44.20626095471161,12.5158694280364,5
2020-01-05 23:14:12.000500,44.21482918730967,12.515825050575613,5
2020-01-05 23:14:12.500512,44.223399938675875,12.515967567046657,5
2020-01-05 23:14:13.000524,44.23197114550466,12.516117090017849,5
2020-01-05 23:14:13.500536,44.24061487550731,12.516130152188008,5
2020-01-05 23:14:14.000547,44.24925887061658,12.516144528493534,5
2020-01-05 23:14:14.500559,44.257771682236964,12.516137547505132,5
2020-01-05 23:14:15.000572,44.26628082770245,12.516131025011418,5
2020-01-05 23:14:15.500583,44.27488783378969,12.516050886888655,5
2020-01-05 23:14:16.000595,44.283495099082494,12.515971993289108,5
2020-01-05 23:14:16.500607,44.292058786764606,12.516096910595596,5
2020-01-05 23:14:17.000619,44.30062151407687,12.516229263837207,5
2020-01-05 23:14:17.500631,44.30925729951293,12.516225797123623,5
2020-01-05 23:14:18.000643,44.31789334715236,12.516223625508067,5
2020-01-05 23:14:18.500654,44.326453268412166,12.516341746165175,5
2020-01-05 23:14:19.000667,44.3350112387593,12.516464689197518,5
2020-01-05 23:14:19.500679,44.34364255481339,12.516452183765638,5
2020-01-05 23:14:20.000690,44.35227413151642,12.516440963254208,5
2020-01-05 23:14:20.500702,44.360773954819486,12.516406720187218,5
2020-01-05 23:14:21.000714,44.369270191457375,12.51637312923513,5
2020-01-05 23:14:21.500726,44.377888823510624,12.51646890077356,5
2020-01-05 23:14:22.000738,44.38650771570875,12.516566009171246,5
2020-01-05 23:14:22.500750,44.39506100489193,12.516536712280246,5
2020-01-05 23:14:23.000762,44.403612706264205,12.516504776820458,5
2020-01-05 23:14:23.500774,44.41224605471339,12.516502542217184,5
2020-01-05 23:14:24.000786,44.420879662279965,12.516501592462857,5
2020-01-05 23:14:24.500797,44.42940368057557,12.516534681601627,5
2020-01-05 23:14:25.000810,44.43792489747736,12.516570162129515,5
2020-01-05 23:14:25.500821,44.446603792080424,12.516687697011447,5
2020-01-05 23:14:26.000833,44.45528294954488,12.516806598422932,5
2020-01-05 23:14:26.500846,44.463828642769265,12.51675903310213,5
2020-01-05 23:14:27.000857,44.47237062843117,12.516707698875354,5
2020-01-05 23:14:27.500869,44.48095890221732,12.516733130551428,5
2020-01-05 23:14:28.000881,44.4895474304578,12.516759838218956,5
2020-01-05 23:14:28.500893,44.498066758163034,12.516789243264919,5
2020-01-05 23:14:29.000905,44.506584463900275,12.51681990609972,5
2020-01-05 23:14:29.500917,44.51522110157351,12.516833062126736,5
2020-01-05 23:14:30.000928,44.52385799563502,12.516847503036049,5
2020-01-05 23:14:30.500941,44.53239058957769,12.51691025921701,5
2020-01-05 23:14:31.000953,44.54092042838801,12.51697567601281,5
2020-01-05 23:14:31.500964,44.549516405183404,12.517025692046435,5
2020-01-05 23:14:32.000976,44.558112635285084,12.517076994199554,5
2020-01-05 23:14:32.500988,44.566636936958865,12.516984189524045,5
2020-01-05 23:14:33.001000,44.57515957028113,12.516888702948364,5
2020-01-05 23:14:33.501012,44.583800896759946,12.517059090357483,5
2020-01-05 23:14:34.001024,44.5924424799299,12.517230844909236,5
2020-01-05 23:14:34.501036,44.60100226667333,12.517232971268156,5
2020-01-05 23:14:35.001048,44.60956005967567,12.517231314405775,5
2020-01-05 23:14:35.501060,44.618210671948766,12.51728871715385,5
2020-01-05 23:14:36.001071,44.62686153982628,12.517347424979514,5
2020-01-05 23:14:36.501084,44.635400233937716,12.517293275438409,5
2020-01-05 23:14:37.001095,44.64393605069752,12.517237062702119,5
2020-01-05 23:14:37.501107,44.65257110680106,12.517256236601668,5
2020-01-05 23:14:38.001119,44.66120641566375,12.51727668505816,5
2020-01-05 23:14:38.501131,44.66971504395432,12.517286924094325,5
2020-01-05 23:14:39.001143,44.67822049172783,12.517298164254509,5
2020-01-05 23:14:39.501155,44.686873388885736,12.51736579976487,5
2020-01-05 23:14:40.001166,44.69552653948226,12.517434740411169,5
2020-01-05 23:14:40.501179,44.70403657301112,12.51745120529464,5
2020-01-05 23:14:41.001191,44.71254294327647,12.517467349836801,5
2020-01-05 23:14:41.501202,44.72118574837533,12.517511144633872,5
2020-01-05 23:14:42.001214,44.729828804887134,12.517556224188617,5
2020-01-05 23:14:42.501226,44.73835622388831,12.517620405411163,5
2020-01-05 23:14:43.001238,44.746880841944176,12.517686131623035,5
2020-01-05 23:14:43.501250,44.75554962055891,12.517659755067166,5
2020-01-05 23:14:44.001262,44.764218649939465,12.517634631149138,5
2020-01-05 23:14:44.501274,44.77274204443666,12.517687124653733,5
2020-01-05 23:14:45.001286,44.78126165726722,12.517742918272216,5
2020-01-05 23:14:45.501298,44.7898786625557,12.517724230626202,5
2020-01-05 23:14:46.001309,44.798495914425494,12.517706776944648,5
2020-01-05 23:14:46.501322,44.80701901537779,12.517764311799384,5
2020-01-05 23:14:47.001333,44.81553974197184,12.517825100786807,5
2020-01-05 23:14:47.501345,44.82411049030117,12.517828560818694,5
2020-01-05 23:14:48.001357,44.83268148185798,12.517833246322546,5
2020-01-05 23:14:48.501369,44.84135766255427,12.517873742117972,5
2020-01-05 23:14:49.001381,44.85003693461647,12.517916520112774,5
2020-01-05 23:14:49.501393,44.85861906295128,12.517954119358329,5
2020-01-05 23:14:50.001405,44.86720143706396,12.517992963847401,5
2020-01-05 23:14:50.501417,44.875703359245435,12.518003318339908,5
2020-01-05 23:14:51.001429,44.88420356940048,12.51801412173316,5
2020-01-05 23:14:51.501440,44.8928458644507,12.518068681995311,5
2020-01-05 23:14:52.001452,44.90148840619382,12.518124516713977,5
2020-01-05 23:14:52.501465,44.9100233383573,12.51807897883596,5
2020-01-05 23:14:53.001476,44.91855577565248,12.518032063495996,5
2020-01-05 23:14:53.501488,44.927215571913,12.518135487472211,5
2020-01-05 23:14:54.001500,44.93587561625962,12.518240216293503,5
2020-01-05 23:14:54.501512,44.94435895450036,12.51820326887721,5
2020-01-05 23:14:55.001524,44.95283787805804,12.518163957430891,5
2020-01-05 23:14:55.501536,44.96146832783299,12.518333487602485,5
2020-01-05 23:14:56.001547,44.970099022740996,12.518504344093236,5
2020-01-05 23:14:56.501560,44.97873599597822,12.518451782608253,5
2020-01-05 23:14:57.001572,44.98737315673286,12.518394007407236,5
2020-01-05 23:14:57.501583,44.99592609536426,12.518367135586422,5
2020-01-05 23:14:58.001595,45.00447927286933,12.518341453868313,5
2020-01-05 23:14:58.501607,45.0130010977791,12.518417482861025,5
2020-01-05 23:14:59.001619,45.02152266743748,12.518497171011221,5
2020-01-05 23:14:59.501631,45.03017177082914,12.518441713215452,5
2020-01-05 23:15:00.001643,45.03882111511082,12.518387460207622,5
2020-01-05 23:15:00.501655,45.047340499541775,12.51845280024207,5
2020-01-05 23:15:01.001667,45.05585663544811,12.518522709689934,5
2020-01-05 23:15:01.501679,45.06443997327799,12.518579713260296,5
2020-01-05 23:15:02.001690,45.07302354981858,12.518637955179528,5
2020-01-05 23:15:02.501703,45.08160934139125,12.518603131555782,5
2020-01-05 23:15:03.001714,45.09019548459617,12.518567218744922,5
2020-01-05 23:15:03.501726,45.098790554924186,12.518658647268346,5
2020-01-05 23:15:04.001738,45.10738586559365,12.518751333836494,5
2020-01-05 23:15:04.501750,45.1159589571769,12.518827863014842,5
2020-01-05 23:15:05.001762,45.12453181365558,12.518904874070065,5
2020-01-05 23:15:05.501774,45.133147430158786,12.518910549937447,5
2020-01-05 23:15:06.001785,45.14176328527371,12.51891744220612,5
2020-01-05 23:15:06.501798,45.15030420628465,12.518907692329003,5
2020-01-05 23:15:07.001810,45.158843636955375,12.518898450396573,5
2020-01-05 23:15:07.501821,45.167490923310424,12.518847668849139,5
2020-01-05 23:15:08.001833,45.176138447270894,12.518798081645793,5
2020-01-05 23:15:08.501845,45.18467822537154,12.518926998163591,5
2020-01-05 23:15:09.001857,45.19321552812428,12.519061791716256,5
2020-01-05 23:15:09.501869,45.201838830384126,12.519091901657674,5
2020-01-05 23:15:10.001881,45.210462369767356,12.519123238270815,5
2020-01-05 23:15:10.501893,45.218999712496164,12.519108618730533,5
2020-01-05 23:15:11.001905,45.22753525539954,12.519094123718284,5
2020-01-05 23:15:11.501917,45.23617059571296,12.519158723799388,5
2020-01-05 23:15:12.001928,45.244806173871,12.51922457057212,5
2020-01-05 23:15:12.501941,45.25335031232058,12.519230363895684,5
2020-01-05 23:15:13.001952,45.26189231356976,12.519235915549892,5
2020-01-05 23:15:13.501964,45.270481260135476,12.519322407453284,5
2020-01-05 23:15:14.001976,45.27907044154352,12.519410137313825,5
2020-01-05 23:15:14.501988,45.287639569892654,12.519344577443148,5
2020-01-05 23:15:15.002000,45.296208699410634,12.519276508485376,5
2020-01-05 23:15:15.502012,45.30485692880584,12.519380618385286,5
2020-01-05 23:15:16.002024,45.31350539633494,12.519485994965576,5
2020-01-05 23:15:16.502036,45.32204046623486,12.51947232693358,5
2020-01-05 23:15:17.002048,45.330572875914065,12.51945696332763,5
2020-01-05 23:15:17.502059,45.33916933126933,12.519568072227514,5
2020-01-05 23:15:18.002071,45.34776602039344,12.519680429081117,5
2020-01-05 23:15:18.502084,45.35637908029433,12.519592726546184,5
2020-01-05 23:15:19.002095,45.36499249388484,12.519500673690992,5
2020-01-05 23:15:19.502107,45.373522532391945,12.519438249497002,5
2020-01-05 23:15:20.002119,45.382052798112476,12.519376952555984,5
2020-01-05 23:15:20.502131,45.39064855161764,12.519532154676996,5
2020-01-05 23:15:41.000000,45.40067288490041,12.512507180459037,6
2020-01-05 23:15:41.500012,45.40064561980065,12.512429461919249,6
2020-01-05 23:15:48.000000,45.40087759888766,12.512571114390633,7
2020-01-05 23:15:48.500012,45.401002052201534,12.512781115193045,7
2020-01-05 23:15:55.000000,45.40155138864604,12.513080020366635,8
2020-01-05 23:15:55.500012,45.399307671588744,12.51140294578241,8
2020-01-05 23:15:56.000024,45.39706392975134,12.509726964784605,8
2020-01-05 23:15:56.500036,45.39237286578901,12.507678800188751,8
2020-01-05 23:15:57.000048,45.38760223744342,12.505621364308524,8
2020-01-05 23:15:57.500060,45.37766603994572,12.506576684296311,8
2020-01-05 23:15:58.000071,45.367730578316504,12.507535142692035,8
2020-01-05 23:15:58.500083,45.35115158589033,12.509906858315317,8
2020-01-05 23:15:59.000096,45.334361185425095,12.512329986829014,8
2020-01-05 23:15:59.500107,45.32408223119274,12.51350213851533,8
2020-01-05 23:16:00.000119,45.31380401916353,12.5146774287678,8
2020-01-05 23:16:00.500131,45.306196460902974,12.51409961969909,8
2020-01-05 23:16:01.000143,45.29867558537014,12.513468797172111,8
2020-01-05 23:16:01.500155,45.29049889434199,12.513563811862662,8
2020-01-05 23:16:02.000167,45.28230977533722,12.513654785980929,8
2020-01-05 23:16:02.500178,45.273861165408796,12.513607229245498,8
2020-01-05 23:16:03.000191,45.26541315572025,12.51356295829077,8
2020-01-05 23:16:03.500202,45.25688514021164,12.513655339355028,8
2020-01-05 23:16:04.000214,45.24835777250305,12.513750886786495,8
2020-01-05 23:16:04.500226,45.23988122222858,12.51371804217573,8
2020-01-05 23:16:05.000238,45.2314068834658,12.51368421877905,8
2020-01-05 23:16:05.500250,45.22289938306329,12.513706656929326,8
2020-01-05 23:16:06.000262,45.214392535103116,12.513732323597882,8
2020-01-05 23:16:06.500274,45.205963728987854,12.513831602414418,8
2020-01-05 23:16:07.000286,45.197537835767555,12.51393616698754,8
2020-01-05 23:16:07.500298,45.18891046207777,12.513932910813548,8
2020-01-05 23:16:08.000309,45.18028376066266,12.513932993534002,8
2020-01-05 23:16:08.500321,45.17182098814111,12.513956441924723,8
2020-01-05 23:16:09.000334,45.16336387979075,12.513983775315312,8
2020-01-05 23:16:09.500345,45.154819881196225,12.514063849314262,8
2020-01-05 23:16:10.000357,45.146276544598784,12.514147149224806,8
2020-01-05 23:16:10.500369,45.137860208563936,12.514153892667233,8
2020-01-05 23:16:11.000381,45.1294482953451,12.514161318151581,8
2020-01-05 23:16:11.500393,45.120862254495265,12.51413823770867,8
2020-01-05 23:16:12.000405,45.112276888782986,12.514118515629198,8
2020-01-05 23:16:12.500416,45.10378972500884,12.514227302218254,8
2020-01-05 23:16:13.000429,45.0953060777565,12.514343004152005,8
2020-01-05 23:16:13.500441,45.08668421593706,12.514231841818619,8
2020-01-05 23:16:14.000452,45.0780630396719,12.514124153894926,8
